,x,y,c
696,3.1293736,0.3816159,#4A5899
697,4.0902033,0.022837779,#4A5899
698,5.0385795,-0.01346446,#4A5899
699,5.039156,0.0015374941,#4A5899
700,2.8768346,-0.45957956,#4A5899
701,2.856781,-0.45147312,#4A5899
702,4.0852346,-0.2743437,#4A5899
703,3.992776,-0.17285605,#4A5899
704,2.9099746,-0.3314586,#4A5899
705,2.883519,-0.31913704,#4A5899
706,2.87918,-0.1925433,#4A5899
707,2.8416786,-0.23623663,#4A5899
708,3.5952804,0.546422,#4A5899
709,2.4873092,0.76036894,#4A5899
710,2.4554853,0.78015226,#4A5899
711,3.1874707,2.0108502,#4A5899
712,3.2068248,2.026111,#4A5899
713,3.3335044,0.040499587,#4A5899
714,3.6309004,0.5545434,#4A5899
715,2.675641,0.0031137634,#4A5899
716,2.486597,1.1849089,#4A5899
717,2.5221395,1.1462103,#4A5899
718,2.490789,1.164619,#4A5899
719,3.1943583,-0.7533922,#4A5899
720,3.129782,-0.718285,#4A5899
721,2.2380674,1.3248835,#4A5899
722,3.820406,-0.83873886,#4A5899
723,3.8212934,-0.8474827,#4A5899
724,3.8203762,-0.8414503,#4A5899
725,3.8279307,-0.84661996,#4A5899
726,2.7236996,-0.278979,#4A5899
727,2.735197,-0.3060224,#4A5899
728,2.7210152,-0.29348764,#4A5899
729,3.6560056,2.8684804,#4A5899
730,4.5789313,0.0812163,#4A5899
731,5.1619663,-0.41214776,#4A5899
732,3.1994615,0.043242075,#4A5899
733,3.2006788,0.065369815,#4A5899
734,2.6276305,1.1659963,#4A5899
735,2.6394525,1.1343715,#4A5899
736,3.3712208,-0.25540456,#4A5899
737,3.3690362,0.11240731,#4A5899
738,3.4336436,0.30385712,#4A5899
739,2.5549998,0.44255006,#4A5899
740,2.5659297,0.49493247,#4A5899
741,2.244269,1.222114,#4A5899
742,2.2469904,1.2582765,#4A5899
743,3.513123,3.2227602,#4A5899
744,3.5291538,3.211553,#4A5899
745,5.176906,-0.38795245,#4A5899
746,5.2126136,-0.35847184,#4A5899
747,5.244032,-0.33728573,#4A5899
748,2.5594742,1.7788364,#4A5899
749,3.2823656,2.1585724,#4A5899
750,3.2586808,2.1835659,#4A5899
751,2.7933407,-0.06039338,#4A5899
752,4.0434256,-0.03024452,#4A5899
753,2.518019,1.5880023,#4A5899
754,3.394774,3.4310822,#4A5899
755,3.3945272,3.430404,#4A5899
756,3.390073,3.4396505,#4A5899
757,3.39055,3.4475381,#4A5899
758,3.5691526,0.17053795,#4A5899
759,3.3308842,-0.4290284,#4A5899
760,3.4764032,-0.4469565,#4A5899
761,3.4595263,-0.48160458,#4A5899
762,3.4951477,1.9574072,#4A5899
763,2.6370156,0.036325984,#4A5899
764,2.8487937,-0.46514946,#4A5899
765,3.5309057,2.0629864,#4A5899
766,3.3282118,0.33832866,#4A5899
767,2.8835607,0.025801903,#4A5899
768,3.8193755,2.2711186,#4A5899
769,2.407867,0.80420494,#4A5899
770,2.379112,0.8189623,#4A5899
771,4.6124434,0.10987338,#4A5899
772,3.2966204,0.42349297,#4A5899
773,3.6103642,0.6473892,#4A5899
774,3.06376,-0.22843163,#4A5899
775,2.729898,1.4792424,#4A5899
776,3.5980506,2.4796293,#4A5899
777,3.5483294,2.4964287,#4A5899
778,2.84159,0.70651305,#4A5899
779,4.053299,1.5266681,#4A5899
780,3.8522768,2.3580544,#4A5899
781,3.0266514,0.0349816,#4A5899
782,2.6367729,1.9433532,#4A5899
783,2.6542077,1.9281087,#4A5899
784,3.3765187,2.4201326,#4A5899
785,2.6112711,1.2927928,#4A5899
786,2.868117,0.6232555,#4A5899
787,2.8842156,0.6608376,#4A5899
788,3.6223755,2.4937086,#4A5899
789,3.62612,2.5066595,#4A5899
790,3.5233123,2.428522,#4A5899
791,3.774864,-0.17256825,#4A5899
792,2.6837578,0.12653807,#4A5899
793,2.7181716,0.16829655,#4A5899
794,3.2869523,2.0286896,#4A5899
795,3.3141017,1.9847027,#4A5899
796,3.841328,0.19058487,#4A5899
797,3.7986448,2.4022627,#4A5899
798,3.7874265,2.5954893,#4A5899
799,3.7634425,2.6470068,#4A5899
800,3.680678,2.432517,#4A5899
801,3.5728939,0.066595,#4A5899
802,5.4107013,-0.24679375,#4A5899
803,5.395921,-0.30332577,#4A5899
804,3.3044999,0.5671707,#4A5899
805,3.401295,3.4029183,#4A5899
806,3.4019296,3.3955073,#4A5899
807,2.5780997,0.08606668,#4A5899
808,2.5781598,0.08938672,#4A5899
809,2.5654337,0.09724043,#4A5899
810,3.705076,0.7169148,#4A5899
811,3.3005126,0.74592966,#4A5899
812,3.299728,0.74561155,#4A5899
813,3.6132953,2.9955876,#4A5899
814,3.5498624,2.4253871,#4A5899
815,3.5805738,2.3170698,#4A5899
816,3.3376296,1.8682137,#4A5899
817,4.578189,1.5259541,#4A5899
818,4.590712,1.5308237,#4A5899
819,3.6629224,2.7200727,#4A5899
820,3.4861207,-0.2426029,#4A5899
821,2.892965,0.70237136,#4A5899
822,2.9023502,2.0442564,#4A5899
823,2.9606216,2.0729167,#4A5899
824,2.7114484,0.71198416,#4A5899
825,3.1703258,1.3971015,#4A5899
826,3.010598,1.4094014,#4A5899
827,3.2480822,2.0484078,#4A5899
828,3.281449,2.0231562,#4A5899
829,2.3587406,1.8378236,#4A5899
830,2.2794144,1.8716384,#4A5899
831,2.3607364,1.8746191,#4A5899
832,1.9412299,1.3646711,#4A5899
833,1.9268435,1.3601664,#4A5899
834,1.9319615,1.3645822,#4A5899
835,3.3264892,-0.26420328,#4A5899
836,2.1123147,1.4769081,#83B5C3
837,2.7582235,2.7971811,#83B5C3
838,2.7764626,2.7719536,#83B5C3
839,2.5093017,2.0302808,#83B5C3
840,3.7653472,0.9921132,#83B5C3
841,3.0307295,2.8397753,#83B5C3
842,4.917685,-0.54724985,#83B5C3
843,2.8040173,2.0941086,#83B5C3
844,4.6097603,0.1675668,#83B5C3
845,5.3967013,-0.08221012,#83B5C3
846,4.920881,0.58073753,#83B5C3
847,2.9975598,1.8225603,#83B5C3
848,3.5401568,2.1368244,#83B5C3
849,2.6089509,2.0502155,#83B5C3
850,5.2122827,0.6590081,#83B5C3
851,4.689741,-0.14800695,#83B5C3
852,5.5350733,0.12938902,#83B5C3
853,4.452869,0.5666896,#83B5C3
854,4.5010376,0.6096219,#83B5C3
855,3.5852334,1.3587521,#83B5C3
856,4.260729,1.617656,#83B5C3
857,4.280263,1.6101509,#83B5C3
858,5.482222,0.16769496,#83B5C3
859,4.941682,-0.016988592,#83B5C3
860,5.428225,0.22778068,#83B5C3
861,2.9636202,1.4147881,#83B5C3
862,4.8950953,0.41371047,#83B5C3
863,4.252918,0.3445034,#83B5C3
864,5.3127174,0.5800475,#83B5C3
865,4.205033,1.1156352,#83B5C3
866,2.7916267,1.9058348,#83B5C3
867,2.715194,2.3470244,#83B5C3
868,5.4645495,0.11990457,#83B5C3
869,4.823048,0.2570291,#83B5C3
870,5.0869923,0.28257993,#83B5C3
871,4.5931005,0.789422,#83B5C3
872,4.9414644,0.63091654,#83B5C3
873,2.8842356,2.0505888,#83B5C3
874,4.9616385,0.46716025,#83B5C3
875,4.5883265,0.44930553,#83B5C3
876,5.100452,-0.0045511993,#83B5C3
877,4.827142,0.36519527,#83B5C3
878,4.7360687,0.53162116,#83B5C3
879,2.9845102,1.4344937,#83B5C3
880,4.5833073,1.678616,#83B5C3
881,4.824186,0.4044856,#83B5C3
882,3.2190077,1.8010898,#83B5C3
883,3.8646207,1.8479416,#83B5C3
884,5.2725124,0.8191326,#83B5C3
885,5.2900696,0.86145073,#83B5C3
886,5.3885436,0.35704195,#83B5C3
887,5.3451276,0.3758374,#83B5C3
888,3.608632,2.1330528,#83B5C3
889,3.9479086,1.3872727,#83B5C3
890,2.9287255,2.1700077,#83B5C3
891,4.528906,0.96070087,#83B5C3
892,2.8456202,2.1200323,#83B5C3
893,3.0018194,2.3900979,#83B5C3
894,5.3560333,0.30163115,#83B5C3
895,5.447744,0.28274816,#83B5C3
896,5.246748,-0.19013885,#83B5C3
897,3.568205,2.0775764,#83B5C3
898,4.6719723,0.31200472,#83B5C3
899,3.8695302,1.6358731,#83B5C3
900,2.923889,1.7768514,#83B5C3
901,5.251755,0.14527076,#83B5C3
902,4.715547,0.027336003,#83B5C3
903,2.8530128,1.1287177,#83B5C3
904,2.9410725,2.7673724,#83B5C3
905,2.3816462,1.717139,#83B5C3
906,2.9893892,2.7525814,#83B5C3
907,2.9484417,2.726962,#83B5C3
908,3.1933243,2.2306125,#83B5C3
909,3.4547522,-0.51963234,#83B5C3
910,4.060104,1.3572608,#83B5C3
911,3.59995,1.8705361,#83B5C3
912,3.6846282,2.2023013,#83B5C3
913,4.4829373,0.0035029908,#83B5C3
914,3.81866,0.64634293,#83B5C3
915,4.592212,-0.11982988,#83B5C3
916,2.69573,1.3583314,#83B5C3
917,4.0020914,1.816298,#83B5C3
918,2.9074864,0.6330482,#83B5C3
919,5.4645505,0.12094971,#83B5C3
920,3.8524704,2.58787,#83B5C3
921,3.83928,2.5517573,#83B5C3
922,5.2762923,-0.33615986,#83B5C3
923,4.7723813,0.32906425,#83B5C3
924,3.848109,1.8939536,#83B5C3
925,3.4806345,1.1685381,#83B5C3
926,4.292269,-0.16916834,#83B5C3
927,2.4160483,1.8419644,#83B5C3
928,3.9072928,1.882605,#83B5C3
929,2.8580241,1.5856528,#83B5C3
930,4.1687374,0.8953524,#83B5C3
931,3.1531465,1.0431606,#83B5C3
932,3.1803043,1.0267258,#83B5C3
933,3.8775842,0.7767711,#83B5C3
934,3.6933396,2.0698388,#83B5C3
935,3.1829262,1.3820385,#83B5C3
936,4.7532463,0.226651,#83B5C3
937,3.7311878,0.38526803,#83B5C3
938,3.7255375,0.41632274,#83B5C3
939,5.319247,-0.21251695,#83B5C3
940,4.0038657,2.0831683,#83B5C3
941,3.835595,1.7709066,#83B5C3
942,3.693808,0.35317123,#83B5C3
943,3.668569,0.36711803,#83B5C3
944,3.8518198,2.3445017,#83B5C3
945,4.921715,-0.60203046,#83B5C3
946,4.9220343,-0.6233669,#83B5C3
947,3.5812957,1.0967925,#83B5C3
948,3.8013866,1.7590072,#83B5C3
949,2.8441033,1.6901418,#83B5C3
950,3.2719786,0.29784334,#83B5C3
951,3.83913,2.333642,#83B5C3
952,4.577419,1.5439657,#83B5C3
953,2.4718242,1.6624393,#83B5C3
954,5.0325103,0.26100364,#83B5C3
955,4.6712046,0.40291956,#83B5C3
956,4.8076677,0.35058728,#83B5C3
957,3.2672503,2.2676578,#83B5C3
958,3.530537,1.8885009,#83B5C3
959,5.4284043,0.19489808,#83B5C3
960,3.850708,1.5809065,#83B5C3
961,5.50746,0.0479401,#83B5C3
962,4.4457855,-0.17772362,#83B5C3
963,5.4997697,-0.16834015,#83B5C3
964,5.2978883,0.4279265,#83B5C3
965,2.919277,1.4939871,#83B5C3
966,2.3542814,1.7566551,#83B5C3
967,4.953795,-0.6574766,#83B5C3
968,4.9550786,-0.66744995,#83B5C3
969,4.9484158,-0.67776,#83B5C3
970,4.1431274,0.9869358,#83B5C3
971,3.532008,2.2453065,#83B5C3
972,5.405944,-0.16537914,#83B5C3
973,3.589088,1.8491445,#83B5C3
974,3.6890225,2.0464957,#83B5C3
975,2.8461833,2.4696681,#83B5C3
976,4.617382,0.2528068,#83B5C3
977,5.4606166,-0.063088365,#83B5C3
978,4.357926,0.7781887,#83B5C3
979,3.674487,2.1151786,#83B5C3
980,3.52656,1.7144911,#83B5C3
981,5.1750517,-0.3894672,#83B5C3
982,4.1204276,1.9367992,#83B5C3
983,3.2032855,1.322387,#83B5C3
984,5.635233,-0.04984126,#83B5C3
985,5.6465898,-0.041356303,#83B5C3
986,5.6747026,-0.057718977,#83B5C3
987,3.5317445,1.1308113,#83B5C3
988,2.6800969,2.837167,#83B5C3
989,3.8704815,0.69967186,#83B5C3
990,3.8152897,0.6920914,#83B5C3
991,4.043706,2.0784862,#83B5C3
992,4.0293226,2.1300726,#83B5C3
993,3.6026838,0.7709027,#83B5C3
994,2.7555065,0.72784126,#83B5C3
995,2.8676817,0.7304987,#83B5C3
996,3.235924,2.1419792,#83B5C3
997,2.667675,1.3880694,#83B5C3
998,2.6645255,2.6535234,#83B5C3
999,2.7125878,2.798405,#83B5C3
1000,2.6628597,2.7803087,#83B5C3
1001,4.8682547,0.4374595,#83B5C3
1002,5.0328646,0.42472216,#83B5C3
1003,3.6043217,0.5710167,#83B5C3
1004,4.8773627,0.12255789,#83B5C3
1005,3.2844822,1.6270084,#83B5C3
1006,3.4442577,1.4959136,#83B5C3
1007,2.9656372,2.636375,#83B5C3
1008,5.3743467,-0.26669174,#83B5C3
1009,5.571096,-0.113755144,#83B5C3
1010,3.1240623,1.4072201,#83B5C3
1011,2.8638966,2.0834372,#83B5C3
1012,2.8332007,2.1272535,#83B5C3
1013,5.589544,0.16570708,#83B5C3
1014,5.1954703,0.09581134,#83B5C3
1015,3.3558297,2.1213984,#83B5C3
1016,3.7770243,1.9853001,#83B5C3
1017,2.8891492,2.5333176,#83B5C3
1018,2.850494,2.5479238,#83B5C3
1019,3.3678792,1.1039662,#83B5C3
1020,4.4962983,0.5102493,#83B5C3
1021,5.2129073,0.28024966,#83B5C3
1022,3.568955,1.9879707,#83B5C3
1023,3.6723545,2.0694056,#83B5C3
1024,3.642174,1.9433485,#83B5C3
1025,5.5923066,-0.058338646,#83B5C3
1026,2.6666365,1.5565606,#83B5C3
1027,4.108439,1.9007988,#83B5C3
1028,3.5550938,1.2452925,#83B5C3
1029,5.006274,0.19658697,#83B5C3
1030,4.904613,0.33851874,#83B5C3
1031,4.4837027,1.5581067,#83B5C3
1032,4.256186,0.3747287,#83B5C3
1033,4.5172997,1.8156953,#83B5C3
1034,4.520777,1.7942778,#83B5C3
1035,4.546275,1.7559224,#83B5C3
1036,2.793885,1.5284971,#83B5C3
1037,2.8981223,2.5030587,#83B5C3
1038,4.880926,0.44545013,#83B5C3
1039,4.2970386,1.746956,#83B5C3
1040,4.4995008,1.3185585,#83B5C3
1041,4.28159,1.5748289,#83B5C3
1042,4.9065485,0.4608895,#83B5C3
1043,3.7477283,1.7847416,#83B5C3
1044,1.95222,1.36376,#83B5C3
1045,1.9407194,1.3605508,#83B5C3
1046,1.9431578,1.3661017,#83B5C3
1047,4.285431,2.0235398,#83B5C3
1048,3.2113628,2.2784657,#83B5C3
1049,2.6439488,0.9368825,#83B5C3
1050,2.644658,0.9072395,#83B5C3
1051,3.6616607,0.3376445,#83B5C3
1052,2.5925443,1.9843624,#83B5C3
1053,2.533117,1.9342976,#83B5C3
1054,3.84035,0.75118285,#83B5C3
1055,3.813517,2.0667813,#83B5C3
1056,2.7233937,1.3237323,#83B5C3
1057,4.044397,1.5431409,#83B5C3
1058,2.9405766,2.0995378,#83B5C3
1059,2.7939522,2.072451,#83B5C3
1060,3.6424422,2.1777604,#83B5C3
1061,3.5921316,1.4680107,#83B5C3
1062,2.6333842,1.9535621,#83B5C3
1063,2.6707556,2.0248077,#83B5C3
1064,2.4201047,1.8477241,#83B5C3
1065,2.425941,1.8760967,#83B5C3
1066,3.8943024,0.93781614,#83B5C3
1067,3.5140967,2.3100207,#83B5C3
1068,2.5913458,1.8897203,#83B5C3
1069,2.780132,2.0737514,#83B5C3
1070,3.6088393,0.35496518,#83B5C3
1071,4.759011,0.56986827,#83B5C3
1072,3.9420207,1.5210593,#83B5C3
1073,4.684169,0.27589467,#83B5C3
1074,5.02575,0.47098318,#83B5C3
1075,5.072823,0.31600514,#83B5C3
1076,4.74751,0.35908625,#83B5C3
1077,4.667117,0.6777089,#83B5C3
1078,4.6534476,0.6622837,#83B5C3
1079,4.4287176,0.31884706,#83B5C3
1080,3.2653887,1.0872753,#83B5C3
1081,2.9262624,1.6413383,#83B5C3
1082,2.8355083,1.596362,#83B5C3
1083,5.1523156,0.25488916,#83B5C3
1084,4.6072288,0.32233047,#83B5C3
1085,4.007112,0.65193623,#83B5C3
1086,4.7376857,0.5933672,#83B5C3
1087,2.8715553,1.2695214,#83B5C3
1088,2.9087317,1.4560044,#83B5C3
1089,5.5342207,0.15844811,#83B5C3
1090,5.5595512,0.10435059,#83B5C3
1091,5.595235,0.15845263,#83B5C3
1092,4.2908044,0.53774804,#83B5C3
1093,5.346138,0.3752708,#83B5C3
